"","N_1979","D_1979","J_1979","F_1979","N_1980","D_1980","J_1980","F_1980","N_1981","D_1981","J_1981","F_1981","N_1982","D_1982","J_1982","F_1982","N_1983","D_1983","J_1983","F_1983","N_1984","D_1984","J_1984","F_1984","N_1985","D_1985","J_1985","F_1985","N_1986","D_1986","J_1986","F_1986","N_1987","D_1987","J_1987","F_1987","N_1988","D_1988","J_1988","F_1988","N_1989","D_1989","J_1989","F_1989","N_1990","D_1990","J_1990","F_1990","N_1991","D_1991","J_1991","F_1991","N_1992","D_1992","J_1992","F_1992","N_1993","D_1993","J_1993","F_1993","N_1994","D_1994","J_1994","F_1994","N_1995","D_1995","J_1995","F_1995","N_1996","D_1996","J_1996","F_1996","N_1997","D_1997","J_1997","F_1997","N_1998","D_1998","J_1998","F_1998","N_1999","D_1999","J_1999","F_1999","N_2000","D_2000","J_2000","F_2000","N_2001","D_2001","J_2001","F_2001","N_2002","D_2002","J_2002","F_2002","N_2003","D_2003","J_2003","F_2003","N_2004","D_2004","J_2004","F_2004","N_2005","D_2005","J_2005","F_2005","N_2006","D_2006","J_2006","F_2006","N_2007","D_2007","J_2007","F_2007","N_2008","D_2008","J_2008","F_2008","N_2009","D_2009","J_2009","F_2009","N_2010","D_2010","J_2010","F_2010","N_2011","D_2011","J_2011","F_2011","N_2012","D_2012","J_2012","F_2012","N_2013","D_2013","J_2013","F_2013","N_2014","D_2014","J_2014","F_2014","N_2015","D_2015","J_2015","F_2015","N_2016","D_2016","J_2016","F_2016","N_2017","D_2017","J_2017","F_2017","N_2018","D_2018","J_2018","F_2018","N_2019","D_2019","J_2019","F_2019"
"OLII",261.953630447388,325.650300979614,217.583949565887,330.439310073853,246.349890232086,296.356158256531,278.243093490601,262.943987846375,226.489849090576,294.783289432526,285.793876647949,264.965965747833,280.299210548401,295.1020860672,238.965425491333,5.41629061102867,27.6531484723091,256.287024021149,301.586229801178,277.234947681427,224.663758277893,264.222178459167,277.610499858856,250.329644680023,283.349611759186,251.270542144775,251.442353725433,275.793657302856,268.857657909393,315.852384567261,262.309055328369,287.058398723602,279.685864448547,275.158081054688,282.229521274567,282.663631439209,157.218518257141,280.160572528839,232.493062019348,327.760298252106,233.060574531555,286.977074146271,280.345838069916,120.788573026657,47.1585988998413,266.34140253067,298.635649681091,241.15608215332,291.636328697205,270.983662605286,271.050288677216,128.077400922775,272.157204151154,266.689102649689,271.524331569672,307.470953464508,75.0971049070358,246.543138027191,283.015730381012,243.289747238159,269.564130306244,306.364574432373,297.906947135925,276.093249320984,277.057557106018,272.256317138672,274.464740753174,262.5408411026,297.004995346069,296.018757820129,292.964150905609,281.014609336853,310.143849849701,251.678495407104,224.77874994278,221.290934085846,274.476542472839,244.898557662964,282.745642662048,268.165969848633,278.727478981018,303.396956920624,280.210847854614,295.437083244324,280.834193229675,281.8212890625,229.879560470581,55.1804262399673,321.111166477203,26.8721348047256,293.839087486267,296.392464637756,297.455413341522,278.735182285309,214.285626411438,287.585120201111,108.873717784882,302.138056755066,243.4987449646,216.412317752838,281.225044727325,260.841393470764,269.267091751099,295.634021759033,279.3834400177,269.542136192322,228.616390228271,217.359952926636,274.417276382446,264.995641708374,278.339395523071,308.293597698212,240.16437292099,289.881219863892,218.342306613922,280.074098110199,273.433570861816,279.713180065155,271.333680152893,274.342153072357,293.574106693268,271.796586513519,280.644121170044,281.777257919312,31.6121882200241,100.812563896179,299.706666469574,299.85577583313,261.416437625885,286.624524593353,302.443120479584,276.597783565521,267.300817966461,270.820949077606,270.46820640564,232.960495948792,263.582675457001,261.914169788361,285.22168636322,235.814516544342,103.734412193298,260.282099246979,291.085982322693,263.889241218567,252.095696926117,264.98476266861,288.620603084564,280.83930015564,239.705457687378,267.888007164001,274.251344203949,172.420452833176,293.391137123108,273.492815494537,256.081116199493,281.149964332581,294.558820724487,274.919171333313,280.556123256683,280.706562995911,250.938484668732,197.940373420715,295.776286125183,230.779452323914
"ONEI",69.3675845861435,81.2532788515091,122.439268827438,63.6368036270142,89.6764612197876,85.0132530927658,123.57846736908,138.369745016098,96.3107120990753,67.1795082092285,58.1312155723572,53.2087451219559,61.9660931825638,76.5299141407013,169.090801477432,71.2994456291199,71.9074755907059,148.067067861557,77.3414808511734,47.8957825899124,100.278289318085,93.685290813446,118.024663925171,85.2796393632889,70.9475129842758,91.5479457378387,220.289783477783,108.707313537598,97.1177351474762,100.19460439682,174.489541053772,90.3976321220398,67.1833437681198,78.2673901319504,40.3964334726334,54.0612959861755,80.8892923593521,63.2524859905243,88.2061010599136,92.0115065574646,63.9454615116119,61.0194879770279,107.628357410431,83.392898440361,98.5577166080475,45.1544201374054,125.584942102432,93.5176312923431,50.0025290250778,87.0021539926529,41.4803168177605,88.4022456407547,72.7342396974564,117.867057323456,285.765402317047,52.121114730835,85.4629200696945,163.755662441254,55.3204375505447,93.1342899799347,97.7620983123779,95.1611280441284,71.5861684083939,313.494830131531,55.6671988964081,53.8984698057175,111.170418262482,49.6235865354538,67.7585113048553,63.3946806192398,74.5484697818756,105.561393499374,67.1978491544724,86.6742646694183,119.846656322479,77.7930468320847,94.9106848239899,224.464395046234,100.125660896301,118.943063020706,47.1686679124832,69.4633823633194,52.5068807601929,355.521333217621,48.4118664264679,66.057003736496,122.022067308426,92.7451229095459,82.2590804100037,102.714303731918,62.0992970466614,18.2275401055813,64.7000956535339,24.6080097556114,131.481918096542,55.3491318225861,73.2755148410797,74.5960468053818,109.365334510803,118.327249288559,85.7854825258255,97.3984229564667,55.1175606250763,85.6855165958405,104.281647205353,351.053867340088,208.531773090363,105.199424028397,180.511379241943,95.5656909942627,127.4795794487,78.2986915111542,223.149147033691,103.00999045372,116.501812934875,84.4245028495789,72.3744106292725,69.0870147943497,73.3140152692795,256.284470558167,63.8888186216354,90.6002461910248,127.708929777145,57.8378248214722,76.9318646192551,147.793214321136,47.9005515575409,99.4849240779877,94.6498560905457,51.6376143693924,60.428763628006,37.3974475264549,247.078592777252,90.8637356758118,108.278685808182,174.906377792358,114.371055364609,136.855670213699,79.6516835689545,189.387474060059,87.7929389476776,93.9627492427826,105.054756402969,204.159214496613,45.3150254487991,70.4345029592514,79.7735953330994,221.180555820465,247.392711639404,103.117439746857,97.509058713913,104.660546779633,89.7238773107529,87.4096995592117,214.93723154068,80.0106543302536,75.6506484746933,73.2132768630981,61.0771179199219,38.4689256548882,90.5005431175232,139.803568124771,158.423892259598,96.9053900241852
"ORCW",317.928349971771,338.26367855072,273.308687210083,10.3539597988129,306.91253900528,27.135154902935,57.9525482654572,276.491181850433,306.32080078125,301.800720691681,297.735757827759,270.304055213928,311.709938049316,284.311408996582,256.350495815277,45.0166618824005,2.94282484799623,248.247263431549,329.931921958923,275.299894809723,56.0673630237579,345.286195278168,267.866978645325,282.923312187195,19.1748762130737,44.1443538665771,264.600627422333,266.775662899017,51.8380612134933,41.5428686141968,262.42378950119,281.381449699402,354.756324291229,288.176965713501,288.291034698486,300.140497684479,20.7161043584347,290.134656429291,26.2393587827682,353.875293731689,313.315100669861,316.926491260529,293.67862701416,14.3210716545582,73.8159477710724,287.440409660339,273.871285915375,271.680200099945,305.072736740112,22.2429397702217,301.439974308014,50.6235247850418,318.55562210083,287.02780008316,270.8256483078,342.044928073883,71.3491469621658,265.086042881012,329.989771842957,277.930777072906,293.64075422287,300.20987033844,356.063289642334,274.433627128601,327.431502342224,278.021585941315,279.640674591064,284.469487667084,320.223119258881,301.725833415985,304.769818782806,289.958488941193,341.353626251221,327.811667919159,334.858539104462,349.828054904938,299.283757209778,258.198194503784,276.14444732666,273.641860485077,290.067408084869,316.762104034424,295.16517162323,277.790486812592,283.559939861298,276.640977859497,284.32911157608,44.1446971893311,51.817644238472,80.6227076053619,304.892749786377,294.016306400299,296.968431472778,285.373606681824,263.123717308044,346.065194606781,37.6374542713165,1.29194498062134,257.121276855469,82.5458782911301,316.394963264465,266.585440635681,288.664269447327,336.456685066223,300.298254489899,278.7717461586,251.31058216095,260.790839195251,270.000064373016,302.536954879761,273.907399177551,0.540767996571958,245.538768768311,272.146217823029,285.945281982422,275.097720623016,278.102717399597,297.613706588745,313.967263698578,262.939374446869,308.498454093933,289.378294944763,215.191247463226,305.716080665588,57.1015048027039,135.850925445557,309.00004863739,64.8878663778305,337.923274040222,304.173102378845,326.858518123627,289.131917953491,257.120053768158,279.075222015381,272.29964017868,243.931374549866,246.101195812225,263.706893920898,275.566356182098,236.642954349518,46.2686365842819,286.4794921875,344.007725715637,250.224845409393,280.330624580383,283.470225334167,292.150626182556,259.730336666107,259.082808494568,291.150569915771,278.647291660309,19.1948841512203,30.434285402298,351.019685268402,261.149590015411,320.078258514404,281.367309093475,300.064108371735,291.991517543793,278.979499340057,352.935447692871,262.09926366806,275.475676059723,52.4571204185486
"ORNE",47.2318822145462,80.6017166376114,134.787236452103,64.5787042379379,85.6431698799133,85.5571299791336,129.651288986206,296.872429847717,98.568788766861,58.9981591701508,44.1181325912476,353.063056468964,53.6724025011063,66.8842667341232,207.768416404724,71.3211071491241,68.9187330007553,187.387361526489,73.0232208967209,306.014642715454,105.951322317123,94.2829513549805,128.042038679123,70.5590218305588,69.0408807992935,96.0655689239502,259.10834312439,158.645635843277,104.506469964981,108.533087968826,205.092151165009,96.1921584606171,66.6969895362854,70.4240691661835,21.3030226528645,40.0828403234482,85.1747435331345,39.3661433458328,88.4034043550491,100.387047529221,54.4371592998505,51.3269072771072,110.478193759918,90.1300227642059,107.307533025742,17.7076971530914,158.025358915329,104.967949390411,38.7121644616127,85.4891949892044,21.4626234769821,89.2115217447281,70.8267384767532,124.971241950989,291.489579677582,46.5858346223831,94.4383907318115,211.875951290131,49.4350057840347,99.3772065639496,105.122294425964,97.0835101604462,65.9308004379272,297.008814811707,49.1908925771713,350.694644451141,122.320050001144,12.6617270708084,53.3312630653381,55.0962316989899,69.8987102508545,112.256004810333,67.7987551689148,83.3468341827393,132.647091150284,70.5669987201691,88.0905568599701,249.02360200882,10.3566560894251,156.132534742355,32.5374644994736,62.523917555809,32.4285346269608,309.889276027679,22.4313475191593,329.130327701569,150.907022953033,102.583229541779,87.6045352220535,107.85935997963,47.2946727275848,3.55323527008295,59.418557882309,354.492008686066,145.278654098511,49.6973687410355,76.9885236024857,73.1443870067596,117.335089445114,125.915347337723,87.3947811126709,305.114557743073,25.9284934401512,83.8833403587341,116.770956516266,322.421629428864,224.162828922272,138.967394828796,232.718925476074,86.4828836917877,142.549066543579,78.5432660579681,237.119314670563,105.30693769455,124.153554439545,313.207597732544,16.0572427511215,53.8196235895157,61.200698018074,263.841347694397,62.2870516777039,94.1268038749695,146.628760099411,52.2794026136398,80.4235482215881,170.124074220657,39.11475867033,108.634786605835,99.4731974601746,41.715627014637,47.4889612197876,14.1294841468334,255.283834934235,85.9776681661606,110.613119602203,189.850358963013,133.346192836761,218.739037513733,62.1009868383408,191.48421049118,93.1106650829315,87.741494178772,108.586066961288,213.92436504364,306.901681423187,57.5515097379684,70.0540906190872,241.211292743683,250.896513462067,109.920669794083,106.010481119156,120.305067300797,96.9251954555511,84.3598830699921,244.182515144348,87.1426266431808,79.429167509079,64.4223368167877,50.5022782087326,8.46153594553471,99.1785299777985,168.024559020996,243.082509040833,104.52605009079
"ORRO",279.620633125305,307.918517589569,231.92361831665,349.713664054871,290.038719177246,7.06889748573303,315.949459075928,279.476673603058,269.387383460999,301.100428104401,293.558185100555,265.75492143631,301.275887489319,292.42213010788,236.306262016296,39.4388526678085,323.312873840332,234.152040481567,313.935635089874,273.449428081512,125.078938007355,306.107039451599,273.494639396667,260.850834846497,336.049118041992,340.943977832794,261.420364379883,267.000195980072,160.510103702545,200.260248184204,255.53591966629,276.08460187912,346.200377941132,277.473342418671,285.517222881317,294.912893772125,124.064848423004,287.991120815277,45.769579410553,19.6451653540134,257.970142364502,315.563714504242,286.165888309479,90.7828187942505,84.5521491765976,279.558341503143,293.342106342316,257.858583927155,299.753272533417,311.752574443817,289.569611549377,89.9159395694733,302.10569858551,262.653214931488,272.921011447906,318.859205245972,104.104653596878,271.673333644867,304.750785827637,285.955410003662,273.291606903076,283.78586769104,309.745917320251,274.094617366791,300.0111079216,281.541395187378,261.476368904114,279.433994293213,298.429892063141,299.566547870636,294.648535251617,287.50431060791,311.029171943665,286.410269737244,173.641362190247,258.236002922058,280.718986988068,255.229525566101,283.705337047577,272.17093706131,288.044679164886,307.494213581085,291.384801864624,281.93216085434,282.136716842651,271.298403739929,271.78991317749,80.7385039329529,22.0931853353977,141.455422639847,299.868757724762,295.520918369293,288.04126739502,287.919709682465,256.420662403107,314.055240154266,109.623384475708,316.295700073242,226.015141010284,116.626170873642,292.152321338654,269.917774200439,286.933987140656,294.774448871613,285.980966091156,279.469335079193,239.456977844238,219.89292383194,264.053907394409,285.463042259216,275.496854782104,314.306616783142,235.010583400726,285.794928073883,321.379086971283,283.594422340393,272.424695491791,290.41006565094,293.317322731018,264.558463096619,295.915374755859,279.959535598755,237.720987796783,280.938649177551,63.8568037748337,142.049360275269,301.047556400299,169.076339006424,214.303243160248,295.469655990601,310.461401939392,279.68193769455,265.423443317413,275.902554988861,281.069884300232,212.81530380249,248.041527271271,261.30672454834,273.242404460907,226.574671268463,75.6004214286804,252.072200775146,267.87948846817,263.8707447052,268.235685825348,280.870499610901,283.714520931244,263.215234279633,254.202818870544,273.65930557251,267.247838973999,149.691499471664,136.954600811005,296.374890804291,261.281082630157,288.663711547852,288.838977813721,287.387602329254,291.643559932709,282.001039981842,279.479548931122,213.688995838165,271.57149553299,135.671002864838
"OUTE",261.953630447388,325.650300979614,217.583949565887,330.439310073853,246.349890232086,296.356158256531,278.243093490601,262.943987846375,226.489849090576,294.783289432526,285.793876647949,264.965965747833,280.299210548401,295.1020860672,238.965425491333,5.41629061102867,27.6531484723091,256.287024021149,301.586229801178,277.234947681427,224.663758277893,264.222178459167,277.610499858856,250.329644680023,283.349611759186,251.270542144775,251.442353725433,275.793657302856,268.857657909393,315.852384567261,262.309055328369,287.058398723602,279.685864448547,275.158081054688,282.229521274567,282.663631439209,157.218518257141,280.160572528839,232.493062019348,327.760298252106,233.060574531555,286.977074146271,280.345838069916,120.788573026657,47.1585988998413,266.34140253067,298.635649681091,241.15608215332,291.636328697205,270.983662605286,271.050288677216,128.077400922775,272.157204151154,266.689102649689,271.524331569672,307.470953464508,75.0971049070358,246.543138027191,283.015730381012,243.289747238159,269.564130306244,306.364574432373,297.906947135925,276.093249320984,277.057557106018,272.256317138672,274.464740753174,262.5408411026,297.004995346069,296.018757820129,292.964150905609,281.014609336853,310.143849849701,251.678495407104,224.77874994278,221.290934085846,274.476542472839,244.898557662964,282.745642662048,268.165969848633,278.727478981018,303.396956920624,280.210847854614,295.437083244324,280.834193229675,281.8212890625,229.879560470581,55.1804262399673,321.111166477203,26.8721348047256,293.839087486267,296.392464637756,297.455413341522,278.735182285309,214.285626411438,287.585120201111,108.873717784882,302.138056755066,243.4987449646,216.412317752838,281.225044727325,260.841393470764,269.267091751099,295.634021759033,279.3834400177,269.542136192322,228.616390228271,217.359952926636,274.417276382446,264.995641708374,278.339395523071,308.293597698212,240.16437292099,289.881219863892,218.342306613922,280.074098110199,273.433570861816,279.713180065155,271.333680152893,274.342153072357,293.574106693268,271.796586513519,280.644121170044,281.777257919312,31.6121882200241,100.812563896179,299.706666469574,299.85577583313,261.416437625885,286.624524593353,302.443120479584,276.597783565521,267.300817966461,270.820949077606,270.46820640564,232.960495948792,263.582675457001,261.914169788361,285.22168636322,235.814516544342,103.734412193298,260.282099246979,291.085982322693,263.889241218567,252.095696926117,264.98476266861,288.620603084564,280.83930015564,239.705457687378,267.888007164001,274.251344203949,172.420452833176,293.391137123108,273.492815494537,256.081116199493,281.149964332581,294.558820724487,274.919171333313,280.556123256683,280.706562995911,250.938484668732,197.940373420715,295.776286125183,230.779452323914
"OWEN",287.701699733734,316.2975025177,239.432537555695,355.727391242981,299.714541435242,19.956661015749,319.30269241333,280.614745616913,280.637984275818,298.782398700714,295.721118450165,270.6707239151,309.036591053009,293.021721839905,251.055192947388,39.5793655514717,338.354272842407,242.451310157776,315.669221878052,273.982865810394,73.5468846559525,317.806169986725,272.73909330368,273.885898590088,348.423457145691,346.863784790039,262.83084154129,268.420329093933,136.385318040848,191.308794021606,260.241522789001,280.123558044434,353.854823112488,279.378182888031,286.317851543427,298.676097393036,118.122972249985,288.281314373016,26.4067903161049,16.1571402847767,276.654646396637,316.319968700409,291.655061244965,76.9281417131424,92.7628576755524,282.168581485748,291.308541297913,266.239478588104,301.12624168396,341.112313270569,293.581681251526,79.748666882515,308.560166358948,272.8622174263,271.958527565002,326.738097667694,90.6219398975372,275.040600299835,313.711295127869,282.646894454956,276.105501651764,286.993360519409,332.203259468079,277.312839031219,304.928905963898,282.222440242767,268.131852149963,281.393229961395,294.913086891174,300.857334136963,298.176198005676,289.865942001343,319.69526052475,299.17421579361,117.465573549271,342.025272846222,287.336597442627,258.280441761017,283.119885921478,273.223114013672,287.463541030884,305.501761436462,292.041192054749,282.329385280609,282.312819957733,273.166959285736,285.88623046875,76.5684252977371,25.9882315993309,135.88674902916,301.435747146606,295.456910133362,288.920817375183,286.729667186737,270.922014713287,320.062766075134,91.2045049667358,320.024356842041,254.635148048401,103.548588752747,299.542365074158,268.747086524963,287.678503990173,304.970469474792,292.937006950378,279.56640958786,238.634762763977,225.359330177307,268.701467514038,291.908626556396,277.028095722198,325.545287132263,238.298091888428,290.437939167023,318.297550678253,283.192992210388,275.829319953918,290.289731025696,297.043726444244,264.474713802338,297.926259040833,284.057564735413,269.52308177948,296.823120117188,60.2410089969635,140.630643367767,302.059199810028,58.7552046775818,247.10732460022,297.189724445343,316.322479248047,282.699916362762,264.827177524567,279.133071899414,280.043156147003,222.493872642517,251.390726566315,265.57012796402,276.333639621735,235.676307678223,68.4787863492966,268.028597831726,283.19908618927,261.414721012115,273.017892837524,284.371254444122,286.734409332275,263.676874637604,261.55247926712,282.714400291443,277.307281494141,148.526240587234,38.4766101837158,308.779850006104,265.67361831665,294.287552833557,288.522326946259,291.144068241119,291.237173080444,281.044392585754,288.076093196869,229.062066078186,277.056977748871,90.3125417232513
"PABE",60.2808451652527,85.9809190034866,128.786051273346,63.6589479446411,96.3897514343262,92.6847946643829,127.343602180481,305.754017829895,103.979587554932,65.4024052619934,49.8623889684677,33.8030299544334,56.2610077857971,78.2454603910446,168.636993169785,76.8277788162231,76.1645650863647,154.287936687469,77.702345252037,330.399463176727,108.747879266739,100.03978729248,123.111248016357,90.9339451789856,72.5898832082748,99.4460213184357,240.076332092285,115.564187765121,105.496430397034,108.6126101017,177.456965446472,91.8294382095337,72.3101717233658,81.7657363414764,18.6110571026802,44.3421480059624,87.6815414428711,46.8178939819336,94.4009792804718,97.9377293586731,62.014040350914,52.9805964231491,113.069314956665,88.9963281154633,107.511606216431,25.8300670981407,131.138659715652,103.653151988983,37.5736311078072,94.3905508518219,28.498167693615,98.8140177726746,75.9419202804565,122.797837257385,296.778080463409,43.3476600050926,96.364141702652,167.793384790421,51.6651982069016,97.4498891830444,105.26740193367,99.8749816417694,74.3836534023285,310.756101608276,50.4491060972214,24.7754117846489,116.484131813049,30.3930142521858,63.8095164299011,57.80717253685,73.9622193574905,112.114856243134,66.6536343097687,90.4917454719543,126.502922773361,78.2916051149368,98.0631387233734,233.221957683563,83.363179564476,125.405770540237,30.9821748733521,67.8203898668289,36.0276219248772,320.710186958313,28.9865094423294,356.232633590698,129.071159362793,102.372354269028,89.3150871992111,111.1498939991,54.3608826398849,359.121758937836,62.0193725824356,359.009749889374,134.713969230652,50.4713201522827,80.4315572977066,75.6581103801727,115.474805831909,124.225780963898,88.6593300104141,329.228196144104,36.1255869269371,97.4045813083649,112.318907976151,332.688417434692,212.397973537445,114.988456964493,206.555564403534,98.3678805828094,130.990129709244,85.1771521568298,220.820260047913,109.113786220551,120.957165956497,5.68470798432827,57.4306762218475,59.4532603025436,71.3310581445694,267.385532855988,62.4908673763275,97.0516777038574,131.302907466888,55.5269730091095,85.7304489612579,146.28964304924,38.5246539115906,107.824598550797,101.777257919312,42.7914717793465,57.5098603963852,20.767040848732,259.665019512177,91.9799530506134,112.999277114868,167.389529943466,121.842670440674,145.303094387054,69.067799448967,182.318780422211,93.0978119373322,92.6934957504272,110.374671220779,201.852729320526,340.439465045929,63.6555415391922,78.5710322856903,223.326902389526,262.812237739563,108.166644573212,103.696936368942,115.415421724319,97.4682033061981,89.8491793870926,236.948854923248,88.6480915546417,81.2639379501343,71.4970117807388,57.0533162355423,29.7690036892891,99.5587706565857,142.845525741577,178.469059467316,105.910767316818
"PAGE",261.953630447388,325.650300979614,217.583949565887,330.439310073853,246.349890232086,296.356158256531,278.243093490601,262.943987846375,226.489849090576,294.783289432526,285.793876647949,264.965965747833,280.299210548401,295.1020860672,238.965425491333,5.41629061102867,27.6531484723091,256.287024021149,301.586229801178,277.234947681427,224.663758277893,264.222178459167,277.610499858856,250.329644680023,283.349611759186,251.270542144775,251.442353725433,275.793657302856,268.857657909393,315.852384567261,262.309055328369,287.058398723602,279.685864448547,275.158081054688,282.229521274567,282.663631439209,157.218518257141,280.160572528839,232.493062019348,327.760298252106,233.060574531555,286.977074146271,280.345838069916,120.788573026657,47.1585988998413,266.34140253067,298.635649681091,241.15608215332,291.636328697205,270.983662605286,271.050288677216,128.077400922775,272.157204151154,266.689102649689,271.524331569672,307.470953464508,75.0971049070358,246.543138027191,283.015730381012,243.289747238159,269.564130306244,306.364574432373,297.906947135925,276.093249320984,277.057557106018,272.256317138672,274.464740753174,262.5408411026,297.004995346069,296.018757820129,292.964150905609,281.014609336853,310.143849849701,251.678495407104,224.77874994278,221.290934085846,274.476542472839,244.898557662964,282.745642662048,268.165969848633,278.727478981018,303.396956920624,280.210847854614,295.437083244324,280.834193229675,281.8212890625,229.879560470581,55.1804262399673,321.111166477203,26.8721348047256,293.839087486267,296.392464637756,297.455413341522,278.735182285309,214.285626411438,287.585120201111,108.873717784882,302.138056755066,243.4987449646,216.412317752838,281.225044727325,260.841393470764,269.267091751099,295.634021759033,279.3834400177,269.542136192322,228.616390228271,217.359952926636,274.417276382446,264.995641708374,278.339395523071,308.293597698212,240.16437292099,289.881219863892,218.342306613922,280.074098110199,273.433570861816,279.713180065155,271.333680152893,274.342153072357,293.574106693268,271.796586513519,280.644121170044,281.777257919312,31.6121882200241,100.812563896179,299.706666469574,299.85577583313,261.416437625885,286.624524593353,302.443120479584,276.597783565521,267.300817966461,270.820949077606,270.46820640564,232.960495948792,263.582675457001,261.914169788361,285.22168636322,235.814516544342,103.734412193298,260.282099246979,291.085982322693,263.889241218567,252.095696926117,264.98476266861,288.620603084564,280.83930015564,239.705457687378,267.888007164001,274.251344203949,172.420452833176,293.391137123108,273.492815494537,256.081116199493,281.149964332581,294.558820724487,274.919171333313,280.556123256683,280.706562995911,250.938484668732,197.940373420715,295.776286125183,230.779452323914
"PALA",286.427671909332,48.6876833438873,190.451731681824,39.855694770813,61.2385922670364,89.683375954628,137.477234601974,278.434624671936,138.55232834816,18.1898429989815,352.321865558624,249.277789592743,2.87687100470066,36.5736982226372,233.73063325882,34.1796255111694,13.523274064064,191.291778087616,28.4052184224129,255.519096851349,112.739553451538,71.6247546672821,222.972078323364,244.727432727814,31.9737419486046,117.980278730392,247.809247970581,226.034452915192,122.959767580032,146.622440814972,218.576924800873,253.513340950012,28.0064812302589,337.603726387024,343.455448150635,348.398072719574,34.6976244449615,351.196067333221,46.2252062559128,43.1146457791328,4.62654769420624,20.9740845859051,227.273697853088,333.661909103394,254.120013713837,312.664396762848,275.439047813416,224.089829921722,359.163172245026,69.6246421337128,351.655905246735,38.2404685020447,18.5714167356491,140.93013882637,272.295649051666,4.9316630512476,61.4468657970428,240.32436132431,18.7036000192165,29.6266642212868,297.964904308319,56.9340008497238,29.4031798839569,281.561436653137,14.3745267391205,296.553268432617,191.915037631989,290.692813396454,341.908671855927,17.1475701034069,14.3767838180065,229.461264610291,43.1635156273842,71.8089473247528,206.731388568878,279.629023075104,240.912752151489,232.345175743103,293.114547729492,223.371620178223,334.464747905731,31.3940736651421,344.160718917847,286.522901058197,321.870875358582,279.935030937195,209.538652896881,111.215039491653,60.6502014398575,149.953808784485,9.54987108707428,337.715628147125,355.796678066254,323.330340385437,191.779017448425,11.2345089018345,53.0729931592941,44.2613196372986,136.744894981384,124.543386697769,359.88011598587,253.954081535339,332.521884441376,263.999469280243,194.946019649506,288.297429084778,225.854122638702,191.0649061203,232.717509269714,240.900113582611,289.398400783539,42.7586254477501,232.898848056793,176.81908249855,86.3390475511551,289.312012195587,266.93678855896,12.2868843376637,15.9489244222641,263.228344917297,31.1256033182144,108.961082696915,176.075187921524,9.71182152628899,40.6921389698982,200.045585632324,3.95028602331877,107.078429460526,73.9666342735291,5.47670971602201,0.572051522321999,322.076010704041,247.369215488434,45.8776563405991,112.271336317062,187.071912288666,193.253309726715,228.516290187836,308.216650485992,191.361644268036,26.437252163887,292.248558998108,95.3542900085449,228.712584972382,289.151401519775,7.43388779461384,23.1665074825287,239.495902061462,263.180923461914,231.038489341736,151.916788816452,96.3372230529785,101.387511491776,55.3694415092468,237.208664417267,35.6234666705132,354.559471607208,19.3260964751244,16.7628219723701,306.948931217194,71.5814799070358,184.166178703308,256.031548976898,88.036140203476
"PAND",261.953630447388,325.650300979614,217.583949565887,330.439310073853,246.349890232086,296.356158256531,278.243093490601,262.943987846375,226.489849090576,294.783289432526,285.793876647949,264.965965747833,280.299210548401,295.1020860672,238.965425491333,5.41629061102867,27.6531484723091,256.287024021149,301.586229801178,277.234947681427,224.663758277893,264.222178459167,277.610499858856,250.329644680023,283.349611759186,251.270542144775,251.442353725433,275.793657302856,268.857657909393,315.852384567261,262.309055328369,287.058398723602,279.685864448547,275.158081054688,282.229521274567,282.663631439209,157.218518257141,280.160572528839,232.493062019348,327.760298252106,233.060574531555,286.977074146271,280.345838069916,120.788573026657,47.1585988998413,266.34140253067,298.635649681091,241.15608215332,291.636328697205,270.983662605286,271.050288677216,128.077400922775,272.157204151154,266.689102649689,271.524331569672,307.470953464508,75.0971049070358,246.543138027191,283.015730381012,243.289747238159,269.564130306244,306.364574432373,297.906947135925,276.093249320984,277.057557106018,272.256317138672,274.464740753174,262.5408411026,297.004995346069,296.018757820129,292.964150905609,281.014609336853,310.143849849701,251.678495407104,224.77874994278,221.290934085846,274.476542472839,244.898557662964,282.745642662048,268.165969848633,278.727478981018,303.396956920624,280.210847854614,295.437083244324,280.834193229675,281.8212890625,229.879560470581,55.1804262399673,321.111166477203,26.8721348047256,293.839087486267,296.392464637756,297.455413341522,278.735182285309,214.285626411438,287.585120201111,108.873717784882,302.138056755066,243.4987449646,216.412317752838,281.225044727325,260.841393470764,269.267091751099,295.634021759033,279.3834400177,269.542136192322,228.616390228271,217.359952926636,274.417276382446,264.995641708374,278.339395523071,308.293597698212,240.16437292099,289.881219863892,218.342306613922,280.074098110199,273.433570861816,279.713180065155,271.333680152893,274.342153072357,293.574106693268,271.796586513519,280.644121170044,281.777257919312,31.6121882200241,100.812563896179,299.706666469574,299.85577583313,261.416437625885,286.624524593353,302.443120479584,276.597783565521,267.300817966461,270.820949077606,270.46820640564,232.960495948792,263.582675457001,261.914169788361,285.22168636322,235.814516544342,103.734412193298,260.282099246979,291.085982322693,263.889241218567,252.095696926117,264.98476266861,288.620603084564,280.83930015564,239.705457687378,267.888007164001,274.251344203949,172.420452833176,293.391137123108,273.492815494537,256.081116199493,281.149964332581,294.558820724487,274.919171333313,280.556123256683,280.706562995911,250.938484668732,197.940373420715,295.776286125183,230.779452323914
